歌手,歌曲数,总播放量,平均热度,上榜次数,榜单
安可Anko,1,0,,1,['巅峰榜·新歌']
安又琪/金子涵,1,0,,1,['巅峰榜·流行指数']
安儿陈,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
宇谦Rain,3,0,,3,['巅峰榜·内地']
宇宙人,1,0,,1,['巅峰榜·内地']
孤独的利里,1,0,,1,['巅峰榜·内地']
孟美岐,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
孟维来,2,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
孟慧圆,2,0,,2,['巅峰榜·内地']
宿羽阳,3,0,,3,"['巅峰榜·新歌', '巅峰榜·内地']"
容祖儿/王赫野,1,0,,1,['巅峰榜·流行指数']
容祖儿,3,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
家家,1,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
家卫老师,1,0,,1,['巅峰榜·新歌']
宣美 (선미),2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
宝石Gem/一哩哩一,1,0,,3,"['巅峰榜·热歌', '巅峰榜·内地']"
宝石Gem,1,0,,1,['巅峰榜·内地']
宗文李晋,1,0,,1,['巅峰榜·新歌']
完美倒立,1,0,,1,['巅峰榜·内地']
宋雨琦 (YUQI) (우기)/穿越火线手游,1,0,,1,['巅峰榜·热歌']
宋雨琦 (YUQI) (우기),1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
宋茜,1,0,,1,['巅峰榜·流行指数']
宋盐球,1,0,,1,['巅峰榜·新歌']
宋瑀哲,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·内地']"
宋牧然,1,0,,1,['巅峰榜·内地']
小田音乐社/傲七爷(江偌绮),1,0,,1,['巅峰榜·流行指数']
小璐,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
小洲,3,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
小沈阳/沈春阳,1,0,,1,['巅峰榜·流行指数']
小曲儿,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
小春Kenzy/张震岳,1,0,,1,['巅峰榜·内地']
小星星乐队-小星星xx,1,0,,1,['巅峰榜·内地']
小山,1,0,,1,['巅峰榜·流行指数']
小咪/cici_,1,0,,1,['巅峰榜·内地']
小咪,2,0,,2,"['巅峰榜·热歌', '巅峰榜·内地']"
小叮当X-DoubleD,1,0,,1,['巅峰榜·内地']
小京东,1,0,,1,['巅峰榜·新歌']
小云朵呀,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
小乐哥（王唯乐）,3,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
寻人启事The Wanted,1,0,,1,['巅峰榜·内地']
对角巷乐队,1,0,,1,['巅峰榜·内地']
小鬼阿秋,3,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
小高同学,2,0,,2,['巅峰榜·内地']
小霞/海洋Bo,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
小阿枫,4,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
小阿七,4,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
小野来了,1,0,,1,['巅峰榜·新歌']
小酷Coola,1,0,,1,['巅峰榜·内地']
小贱/星弟,1,0,,1,['巅峰榜·流行指数']
小蓝背心,4,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
小艾同学,1,0,,1,['巅峰榜·新歌']
小羊,1,0,,1,['巅峰榜·内地']
小精灵/法老/早安,1,0,,1,['巅峰榜·流行指数']
小石头和孩子们/王一菲,1,0,,1,['巅峰榜·新歌']
小皓,1,0,,1,['巅峰榜·新歌']
小白受,1,0,,1,['巅峰榜·流行指数']
小田音乐社/尹昔眠,2,0,,2,['巅峰榜·流行指数']
山岛野子,1,0,,1,['巅峰榜·新歌']
屠洪刚,1,0,,1,['巅峰榜·流行指数']
尹露浠,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
尹艺霏,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
尹美莱 (윤미래)/Tiger JK/Bizzy (비지),1,0,,1,['巅峰榜·热歌']
尹浩宇Patrick,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
尹昔眠/小田音乐社,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
尹昔眠,4,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
就是南方凯,5,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
尤里卡,1,0,,1,['巅峰榜·流行指数']
尤起胜,1,0,,1,['巅峰榜·新歌']
尚辰,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
尚芸菲,1,0,,1,['巅峰榜·内地']
尚士达,3,0,,3,"['巅峰榜·新歌', '巅峰榜·内地']"
尔尼,1,0,,1,['巅峰榜·内地']
少女时代-Oh! GG (소녀시대-오!지지),1,0,,1,['巅峰榜·新歌']
巫里堡堡,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
巧克力,1,0,,1,['巅峰榜·流行指数']
左良甫,1,0,,1,['巅峰榜·内地']
左耳音乐,1,0,,1,['巅峰榜·新歌']
左溢,1,0,,1,['巅峰榜·内地']
川青/Morerare,1,0,,1,['巅峰榜·流行指数']
川川南,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
崔阿扎,1,0,,1,['巅峰榜·新歌']
崔子格,1,0,,1,['巅峰榜·流行指数']
崔天琪,1,0,,1,['巅峰榜·新歌']
崔君芝/潘虹/中国潮音,1,0,,1,['巅峰榜·流行指数']
崔一乔,1,0,,1,['巅峰榜·内地']
岳云鹏,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
岩贵,1,0,,1,['巅峰榜·新歌']
岛屿心情,1,0,,1,['巅峰榜·内地']
山月橘,1,0,,1,['巅峰榜·流行指数']
庾澄庆/Mike 曾比特,1,0,,1,['巅峰榜·流行指数']
康姆士乐团/乃万NINEONE,1,0,,1,['巅峰榜·内地']
庞晓宇,1,0,,1,['巅峰榜·流行指数']
应嘉俐/嘭心,1,0,,1,['巅峰榜·流行指数']
庄淇玟29,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
庄心妍,3,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
庄东茹,9,0,,6,"['巅峰榜·流行指数', '巅峰榜·新歌']"
幸儿ECHASL,3,0,,3,['巅峰榜·内地']
平凡兄弟,1,0,,1,['巅峰榜·新歌']
常超凡,1,0,,1,['巅峰榜·新歌']
希林娜依高,9,0,,5,"['巅峰榜·流行指数', '巅峰榜·新歌']"
希希,1,0,,1,['巅峰榜·流行指数']
布瑞吉Bridge/和平精英,1,0,,1,['巅峰榜·内地']
布瑞吉Bridge/Jony J,1,0,,1,['巅峰榜·新歌']
巴音汗,1,0,,1,['巅峰榜·内地']
巴扎黑,1,0,,1,['巅峰榜·热歌']
张叶蕾/廉书宇,1,0,,1,['巅峰榜·内地']
张叶蕾,3,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·内地']"
张叔公emo了,1,0,,1,['巅峰榜·新歌']
张力尹,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张信哲,6,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
张佳怡Ony,1,0,,1,['巅峰榜·内地']
张亦赤,1,0,,1,['巅峰榜·内地']
张云雷,6,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张三弥,1,0,,1,['巅峰榜·内地']
张三七,1,0,,1,['巅峰榜·内地']
弗兰奇/秋姐,1,0,,1,['巅峰榜·新歌']
弋川/陈奕楠/冢杉男二Ner.,1,0,,1,['巅峰榜·新歌']
弋川/王樾安,1,0,,1,['巅峰榜·新歌']
弋川,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
延子,1,0,,1,['巅峰榜·新歌']
廖乐明(LAK),1,0,,1,['巅峰榜·内地']
张峻豪SHUN,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张尕怂,1,0,,1,['巅峰榜·内地']
张小花,1,0,,1,['巅峰榜·新歌']
张小九,1,0,,1,['巅峰榜·内地']
张家旺/悦开心,1,0,,1,['巅峰榜·新歌']
张家旺,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张宇佳,1,0,,1,['巅峰榜·流行指数']
张学友,1,0,,1,['巅峰榜·流行指数']
张子枫,1,0,,1,['巅峰榜·流行指数']
张妙格/LuluSweety,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张妙格,4,0,,4,"['巅峰榜·热歌', '巅峰榜·新歌']"
张天枢/ZIK/費奈爾蘭德,1,0,,1,['巅峰榜·内地']
张嘉元/井汲大翔 (HIROTO)/利路修/谢兴阳,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张哲瀚/希林娜依高,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张哲瀚,1,0,,1,['巅峰榜·新歌']
张同学,1,0,,1,['巅峰榜·新歌']
张璐诗Lucy Cheung,1,0,,1,['巅峰榜·内地']
张瑶,1,0,,1,['巅峰榜·新歌']
张潇鉴,1,0,,1,['巅峰榜·新歌']
张浅潜,1,0,,1,['巅峰榜·内地']
张洛一,1,0,,1,['巅峰榜·新歌']
张沐宸ChenZ/凌阿凌Alin,1,0,,1,['巅峰榜·内地']
张楚,2,0,,2,['巅峰榜·内地']
张杰/刘润潼,1,0,,1,['巅峰榜·新歌']
张杰/HOYO-MiX,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张杰,8,0,,16,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张智焓/贾一娢,1,0,,1,['巅峰榜·内地']
张星特,1,0,,1,['巅峰榜·新歌']
张新成,1,0,,1,['巅峰榜·新歌']
张敬轩,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
张惠妹,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张德伊玲,1,0,,1,['巅峰榜·流行指数']
张若昀,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张芸京,1,0,,14,"['巅峰榜·热歌', '巅峰榜·流行指数']"
张艺迈,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张艺兴/成龙/金喜善 (김희선),1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张艺兴/刘宇宁,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张艺兴,8,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张良,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张羽涵Leezi,2,0,,2,"['巅峰榜·新歌', '巅峰榜·内地']"
张紫豪,1,0,,10,"['巅峰榜·热歌', '巅峰榜·流行指数']"
张紫宁,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张筛子,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张磊Ze,1,0,,1,['巅峰榜·内地']
张碧晨/李承铉,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
张碧晨,12,0,,14,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张真源/严浩翔,1,0,,1,['巅峰榜·新歌']
张真源,1,0,,1,['巅峰榜·新歌']
张颜齐/Stephanie Poetri/Elephante,1,0,,1,['巅峰榜·内地']
张颜齐,2,0,,2,['巅峰榜·内地']
张韶涵/王赫野,1,0,,1,['巅峰榜·热歌']
张韶涵,7,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张静汶,1,0,,1,['巅峰榜·新歌']
张靓颖/陈冰,1,0,,1,['巅峰榜·流行指数']
张靓颖/赵磊,1,0,,1,['巅峰榜·流行指数']
张靓颖,7,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张震岳/蔡健雅,1,0,,1,['巅峰榜·流行指数']
张震岳,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张雨农,1,0,,1,['巅峰榜·内地']
张雅舒,1,0,,1,['巅峰榜·流行指数']
张郁梓,1,0,,1,['巅峰榜·新歌']
张远,7,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
张茜（张惜淇）/半吨兄弟,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
张茜（张惜淇）,7,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
徐千雅,1,0,,1,['巅峰榜·流行指数']
徐俊雅,2,0,,1,"['巅峰榜·热歌', '巅峰榜·新歌']"
徐佳莹,5,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
徐且慢/田浩文,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
徐17,1,0,,1,['巅峰榜·内地']
彼得与鲸/刘羽晨,1,0,,1,['巅峰榜·内地']
彭钧,1,0,,1,['巅峰榜·内地']
彭沛绮,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
彭小胖,1,0,,1,['巅峰榜·流行指数']
彭宇昕Chloe,1,0,,1,['巅峰榜·新歌']
彭双捷/郑力铭/Nov.偶尔/周宣绮,1,0,,1,['巅峰榜·内地']
彤大王,1,0,,1,['巅峰榜·流行指数']
弹棉花的小花,4,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
弱水WeakWaves,1,0,,1,['巅峰榜·内地']
弦子,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
张齐山,4,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
恋与深空/张韶涵,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
怪阿姨,1,0,,1,['巅峰榜·流行指数']
怪小叔,1,0,,1,['巅峰榜·新歌']
忘插电的猫,1,0,,1,['巅峰榜·内地']
微光_ShimmerStudio/朱苓,1,0,,1,['巅峰榜·内地']
徐良/小凌,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
徐良,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
徐紫茵,1,0,,1,['巅峰榜·新歌']
徐秉龙,3,0,,3,['巅峰榜·内地']
徐碧珩,1,0,,1,['巅峰榜·内地']
徐海俏,1,0,,1,['巅峰榜·内地']
徐泽（要不要买菜）,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·内地']"
徐梦圆/step.jad依加,1,0,,1,['巅峰榜·内地']
徐明浩/GALI,1,0,,1,['巅峰榜·热歌']
徐小凤,2,0,,1,['巅峰榜·流行指数']
徐子未,1,0,,1,['巅峰榜·新歌']
战学文,1,0,,1,['巅峰榜·新歌']
我杀猪了 (何浪Ciel),1,0,,1,['巅峰榜·新歌']
我们爱过就好,1,0,,1,['巅峰榜·流行指数']
我们俩,1,0,,1,['巅峰榜·内地']
慧慧子呀,1,0,,1,['巅峰榜·新歌']
慢热的气球,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
慕斯塔法,1,0,,1,['巅峰榜·内地']
慕容晓晓,1,0,,1,['巅峰榜·新歌']
慌慌不慌,1,0,,1,['巅峰榜·流行指数']
愚青/李雨,1,0,,1,['巅峰榜·内地']
愚月FoolMoon,1,0,,1,['巅峰榜·内地']
悲伤玩具,2,0,,2,['巅峰榜·内地']
悦开心,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
恰恰恰恰恰,3,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
恩星,1,0,,1,['巅峰榜·新歌']
恋特特,2,0,,2,['巅峰榜·新歌']
指尖笑,3,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
持修,1,0,,1,['巅峰榜·内地']
拾贰,1,0,,1,['巅峰榜·流行指数']
拾柒兄弟,1,0,,1,['巅峰榜·新歌']
抿抿甜,1,0,,1,['巅峰榜·流行指数']
抠抠,1,0,,1,['巅峰榜·新歌']
承桓/曲肖冰,1,0,,1,['巅峰榜·新歌']
承桓,4,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
打扰一下乐团,2,0,,2,['巅峰榜·内地']
房秋琪,1,0,,1,['巅峰榜·内地']
房东的猫,9,0,,9,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
戾格,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
戴羽彤,9,0,,6,"['巅峰榜·流行指数', '巅峰榜·新歌']"
戴佩妮,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
戚薇,1,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数']"
戚琦,1,0,,1,['巅峰榜·新歌']
新娘危机BridesCrisis,1,0,,1,['巅峰榜·内地']
新地/张奶奶/王极,1,0,,1,"['巅峰榜·新歌', '巅峰榜·内地']"
新地/卢克,1,0,,1,['巅峰榜·流行指数']
新地,4,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
新乐府/孙晓安,1,0,,1,['巅峰榜·流行指数']
斯威特Sweet/沙一汀EL/W8VES,1,0,,1,['巅峰榜·新歌']
斑马森林,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
斑比Bambii/FEEEleven/Kc/RaCie,1,0,,1,['巅峰榜·内地']
文夫,4,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
散人TR,1,0,,1,['巅峰榜·新歌']
撬锁老羊LeO,1,0,,1,['巅峰榜·内地']
搁浅的鱼.,1,0,,1,['巅峰榜·新歌']
提高湖Sey,1,0,,1,['巅峰榜·内地']
提里库姆Tilikum,1,0,,1,['巅峰榜·内地']
提线木偶,1,0,,1,['巅峰榜·新歌']
挽鹤-Remix,1,0,,1,['巅峰榜·新歌']
旅行新蜜蜂,1,0,,1,['巅峰榜·新歌']
旅行团乐队/贾可意/党艾妮/李雨宸,1,0,,1,['巅峰榜·内地']
旅行团乐队,1,0,,1,['巅峰榜·内地']
施鑫文月,2,0,,2,['巅峰榜·内地']
施泽立业Richshi/李懋懋呀,1,0,,1,['巅峰榜·内地']
施安妮AnnyShi,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
方雅贤,1,0,,1,['巅峰榜·流行指数']
方畅,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
方大树/灯叔,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
方大树,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
方大同,3,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数']"
方三俊/洪晶晶,1,0,,1,['巅峰榜·内地']
新裤子,1,0,,1,['巅峰榜·内地']
新街口组合/Mona Lavi,2,0,,2,['巅峰榜·内地']
新学校合唱团,1,0,,1,['巅峰榜·内地']
新娘危机BridesCrisis/法线干扰乐队,1,0,,1,['巅峰榜·内地']
明慧,1,0,,1,['巅峰榜·流行指数']
明天周六,2,0,,2,['巅峰榜·内地']
旺仔小乔,13,0,,7,"['巅峰榜·流行指数', '巅峰榜·新歌']"
旺仔小Q,1,0,,1,['巅峰榜·流行指数']
旷骏祥,2,0,,2,['巅峰榜·内地']
时间VANESSA,3,0,,3,['巅峰榜·内地']
时过夏末,1,0,,1,['巅峰榜·内地']
时光胶囊,2,0,,2,['巅峰榜·内地']
时代少年团,8,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
早晚晚,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
早安,1,0,,1,['巅峰榜·内地']
无脸男葫芦,1,0,,1,['巅峰榜·流行指数']
无法拒绝汉堡/EEEGO,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
无法拒绝汉堡/Dr.Free,1,0,,1,['巅峰榜·内地']
无名姐（路宝）,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
旋转公寓乐队,1,0,,1,['巅峰榜·内地']
曹格,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
曹杨/吴映洁,1,0,,1,['巅峰榜·新歌']
曹一阳,1,0,,1,['巅峰榜·新歌']
曲肖冰/林贝贝,1,0,,1,['巅峰榜·新歌']
曲肖冰,5,0,,7,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
曲甲/-艾兜,1,0,,1,['巅峰榜·内地']
曲甲,1,0,,1,['巅峰榜·流行指数']
智慧baby,1,0,,1,['巅峰榜·新歌']
晚月moon/班班BAN,1,0,,1,['巅峰榜·新歌']
晚月moon,1,0,,1,['巅峰榜·新歌']
是小崔鸭,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
是可乐鸭,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
春和竹,1,0,,1,['巅峰榜·内地']
易烊千玺/王者荣耀,1,0,,1,['巅峰榜·新歌']
易烊千玺,2,0,,2,['巅峰榜·新歌']
明歌Mingo,1,0,,1,['巅峰榜·内地']
木焱辰/茗琬Trust,1,0,,1,['巅峰榜·新歌']
木小雅,1,0,,1,['巅峰榜·内地']
木子琪,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
木子易,1,0,,1,['巅峰榜·流行指数']
望江晴,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·内地']"
月亮归我了,1,0,,1,['巅峰榜·流行指数']
最强昌珉/太妍 (태연)/WINTER (윈터),1,0,,1,['巅峰榜·新歌']
曾雪雅,1,0,,1,['巅峰榜·内地']
曾舜晞,1,0,,1,['巅峰榜·新歌']
曾舒哲,1,0,,1,['巅峰榜·新歌']
曾涵江Cup/奥斯卡OZCARWANG/林墨/罗言,2,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
曾可妮/都智文,1,0,,1,['巅峰榜·热歌']
曹雨航/朝歌夜弦,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
曹雨航,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
曹雅雯/壞特？te,1,0,,1,['巅峰榜·流行指数']
曹真铭,1,0,,1,['巅峰榜·内地']
李保森,1,0,,1,['巅峰榜·内地']
李俊毅JY,2,0,,2,['巅峰榜·内地']
李佳薇,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李京泽,1,0,,1,['巅峰榜·新歌']
李二萌,1,0,,1,['巅峰榜·新歌']
杉矶doublez,1,0,,1,['巅峰榜·内地']
朴树,1,0,,9,"['巅峰榜·热歌', '巅峰榜·流行指数']"
朴宰范 (Jay Park)/IU (아이유),1,0,,1,['巅峰榜·新歌']
朱雀计划,1,0,,1,['巅峰榜·内地']
朱星杰,2,0,,2,['巅峰榜·内地']
朱彦安/夏野Natsuno,1,0,,1,['巅峰榜·内地']
朱婧汐Akini Jing/Chace,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
朱婧汐Akini Jing,3,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·内地']"
末小皮,1,0,,1,['巅峰榜·内地']
未来世乐队,2,0,,2,['巅峰榜·内地']
木秦,2,0,,2,['巅峰榜·内地']
李常超（Lao乾妈）/音频怪物/张承煜（小魂）/徐远书,1,0,,1,['巅峰榜·内地']
李岱昆/马闻远/孙浠伦/袁帅,1,0,,1,['巅峰榜·新歌']
李尖尖,1,0,,2,['巅峰榜·流行指数']
李小贝,1,0,,1,['巅峰榜·流行指数']
李宗盛,2,0,,2,['巅峰榜·流行指数']
李宇春,2,0,,3,"['巅峰榜·热歌', '巅峰榜·新歌']"
李大火,1,0,,1,['巅峰榜·新歌']
李在溪,1,0,,1,['巅峰榜·内地']
李国祥,1,0,,1,['巅峰榜·流行指数']
李嘉馨,1,0,,1,['巅峰榜·内地']
李嘉格/隔壁老樊_樊凯杰,1,0,,1,['巅峰榜·新歌']
李嘉嘉,1,0,,1,['巅峰榜·流行指数']
李发发,5,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李克勤/王赫野,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李克勤/周深,1,0,,1,['巅峰榜·流行指数']
李俞子,1,0,,1,['巅峰榜·新歌']
李桑野/乃万NINEONE,1,0,,1,"['巅峰榜·新歌', '巅峰榜·内地']"
李晚乔,1,0,,1,['巅峰榜·新歌']
李晗,1,0,,1,['巅峰榜·流行指数']
李晓,1,0,,1,['巅峰榜·流行指数']
李昶辉,1,0,,1,['巅峰榜·新歌']
李明德,1,0,,1,['巅峰榜·新歌']
李昊一,1,0,,1,['巅峰榜·内地']
李昊,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李昂星,1,0,,1,['巅峰榜·内地']
李斯丹妮/希林娜依高/说唱者联盟,1,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李懋懋呀/金羽銳Jindiyo,1,0,,1,['巅峰榜·内地']
李懋懋呀/永猩Nssus/1F,1,0,,1,['巅峰榜·内地']
李懋懋呀/1F,1,0,,1,['巅峰榜·内地']
李想家,2,0,,1,['巅峰榜·新歌']
李怡然同学,1,0,,1,['巅峰榜·热歌']
李德森,1,0,,1,['巅峰榜·内地']
李秉成,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
李白.,1,0,,1,['巅峰榜·流行指数']
李玖哲,1,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数']"
李玉刚/国风新语,1,0,,1,['巅峰榜·新歌']
李玉刚,2,0,,3,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李润祺,2,0,,4,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李浩然,1,0,,1,['巅峰榜·新歌']
李浩文(mc暴徒)/小法,1,0,,1,['巅峰榜·内地']
李泽轩,1,0,,1,['巅峰榜·新歌']
李泳知 (이영지)/pH-1,1,0,,1,['巅峰榜·新歌']
李泳知 (이영지)/D.O. (都暻秀),1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
李泳璇（阿璇）,1,0,,1,['巅峰榜·新歌']
李治廷/单依纯,1,0,,1,['巅峰榜·新歌']
李沫非/吉拉石林,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李沐籽,1,0,,1,['巅峰榜·内地']
李汶翰,1,0,,1,['巅峰榜·新歌']
李雨婷,1,0,,1,['巅峰榜·新歌']
李雨,1,0,,1,['巅峰榜·内地']
李钦/罗一舟/唐九洲/汪佳辰,1,0,,1,['巅峰榜·流行指数']
李遐怡 (LeeHi)/Crush (크러쉬),1,0,,1,['巅峰榜·新歌']
李遐怡 (LeeHi)/B.I (金韩彬),1,0,,1,['巅峰榜·新歌']
李认针,1,0,,1,['巅峰榜·内地']
李袁杰/清水er,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李袁杰,1,0,,1,['巅峰榜·流行指数']
李行亮,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李蕊儿,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
李萌哲,1,0,,1,['巅峰榜·内地']
