歌曲名,歌手,榜单,总播放量,平均热度,上榜次数,最佳排名,榜单排名
泡沫,郑添媛,['巅峰榜·新歌'],0,,1,0,3059
泡沫,G.E.M. 邓紫棋,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,6,0,3060
沿途的花总会温柔的开,老胡子男孩,['巅峰榜·新歌'],0,,1,0,3061
油的画,Bella宋贝仪,['巅峰榜·内地'],0,,1,0,3062
河流 (Live),川川南,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,3063
沦陷,白允y,['巅峰榜·新歌'],0,,1,0,3064
沦陷,王靖雯,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,6,0,3065
没那么简单,黄小琥,['巅峰榜·热歌'],0,,2,0,3066
浪漫的花在冬日结痂（悲伤的流行歌）,加勒,['巅峰榜·新歌'],0,,1,0,3067
浪漫的爱情,Hushi,['巅峰榜·新歌'],0,,1,0,3068
浪漫土壤/Montage,蒙太奇Whisky/说唱者联盟,['巅峰榜·内地'],0,,1,0,3069
浪漫后毁灭,刘晓盈,['巅峰榜·内地'],0,,1,0,3070
浪漫升温,胡宸Chen/RE-D,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3071
浪漫与现实,侯春蕾,['巅峰榜·内地'],0,,1,0,3072
浪子闲话2024,花僮,['巅峰榜·新歌'],0,,1,0,3073
浩楠,何浩楠,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3074
浣花落,周深,['巅峰榜·新歌'],0,,1,0,3075
浅月流歌,路有依,['巅峰榜·内地'],0,,1,0,3076
流离者的海,林家谦,['巅峰榜·内地'],0,,1,0,3077
流浪的行星,脱景麟,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3078
流浪是合理的需求,汪苏泷,['巅峰榜·新歌'],0,,1,0,3079
流星也为你落下来了,王源,['巅峰榜·新歌'],0,,1,0,3080
活着viva (女版),应嘉俐/嘭心,['巅峰榜·流行指数'],0,,1,0,3081
活着,金润吉,['巅峰榜·新歌'],0,,1,0,3082
海洋之心（feat. NINEONE#）,高天佐Trouble.Z,['巅峰榜·新歌'],0,,1,0,3083
海底 (Live),我们爱过就好,['巅峰榜·流行指数'],0,,1,0,3084
海底,唐千云,['巅峰榜·流行指数'],0,,1,0,3085
海平面的星,Zkaaai/Uncle PATA 红宇,['巅峰榜·新歌'],0,,1,0,3086
浴缸写歌,wweimm微米,['巅峰榜·内地'],0,,1,0,3087
浴室 (左耳音乐变速版),左耳音乐,['巅峰榜·新歌'],0,,1,0,3088
浴室 (2019 Reprise),解语花,['巅峰榜·新歌'],0,,1,0,3089
浮生记,海来阿木,['巅峰榜·流行指数'],0,,1,0,3090
浮生梦,陈浩东,['巅峰榜·内地'],0,,1,0,3091
浮生,胡蝶1,['巅峰榜·内地'],0,,1,0,3092
浮床,Dear Jane,['巅峰榜·内地'],0,,1,0,3093
浮世绘,wweimm微米,['巅峰榜·内地'],0,,1,0,3094
浪费 Waste,Yunnyyyy/LebronDuo多杰,['巅峰榜·内地'],0,,1,0,3095
浪漫默片,雷雨心,['巅峰榜·内地'],0,,1,0,3096
浪漫骑士,Youngior,['巅峰榜·内地'],0,,1,0,3097
浪漫血液,林俊杰,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,3,0,3098
深处的黑洞,Youngior,['巅峰榜·内地'],0,,1,0,3099
深冬的雪花就是爱你的伤疤,慕容晓晓,['巅峰榜·新歌'],0,,1,0,3100
淘汰,陈奕迅,['巅峰榜·热歌'],0,,2,0,3101
淘汰,en (王翊恩),['巅峰榜·新歌'],0,,1,0,3102
消遣,叶炫清,['巅峰榜·内地'],0,,1,0,3103
消散对白,丁禹兮,"['巅峰榜·热歌', '巅峰榜·新歌']",0,,1,0,3104
消散人潮,周深,['巅峰榜·流行指数'],0,,1,0,3105
消息免打扰,HANNA 马明晗/PLANSCHANGE,['巅峰榜·内地'],0,,1,0,3106
消失的她,肖倾月,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3107
涅槃,C.JERRY,['巅峰榜·内地'],0,,1,0,3108
涂鸦森林,陈楚生,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']",0,,1,0,3109
海鸟,唐雅雯,['巅峰榜·内地'],0,,1,0,3110
海风与晚星,张紫宁,['巅峰榜·流行指数'],0,,1,0,3111
海阔天空,BEYOND,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,15,0,3112
海浪将我们分隔,孟子坤/马也_Crabbit/WYAN王毓千,['巅峰榜·内地'],0,,1,0,3113
海浪,魏诗莹（Wishbao）,['巅峰榜·内地'],0,,1,0,3114
港风Falling love,刘鹿琪,['巅峰榜·内地'],0,,1,0,3115
温顺Freestyle,DBAA,['巅峰榜·内地'],0,,1,0,3116
温柔 #MaydayBlue20th,五月天/孙燕姿,['巅峰榜·流行指数'],0,,1,0,3117
渡红尘,张碧晨,['巅峰榜·流行指数'],0,,2,0,3118
渐冷,雪二,['巅峰榜·流行指数'],0,,2,0,3119
清风调 (Live),KEY.L刘聪,['巅峰榜·流行指数'],0,,1,0,3120
清风明月Yester Glow,燃一,['巅峰榜·内地'],0,,1,0,3121
清空,王忻辰/苏星婕,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,3122
清空,曲肖冰/林贝贝,['巅峰榜·新歌'],0,,1,0,3123
深陷,金渔,['巅峰榜·流行指数'],0,,1,0,3124
深红,夜场票Night Ticket,['巅峰榜·内地'],0,,1,0,3125
深深的话我们浅浅说,7paste,['巅峰榜·新歌'],0,,1,0,3126
深海里,叁伏便利店,['巅峰榜·内地'],0,,1,0,3127
深海回响 (治愈版),小蓝背心,['巅峰榜·新歌'],0,,1,0,3128
深情人挫骨扬灰,张妙格,['巅峰榜·新歌'],0,,1,0,3129
深夜港湾,阿淮,['巅峰榜·新歌'],0,,1,0,3130
漫步人生路,一杯陈豆浆,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,3131
漫山雪,小阿枫,['巅峰榜·新歌'],0,,1,0,3132
演员,薛之谦,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,11,0,3133
漂浮在,NiNi李雪滟,['巅峰榜·内地'],0,,1,0,3134
漂洋过海来看你,李治廷/单依纯,['巅峰榜·新歌'],0,,1,0,3135
漂洋过海来看你,en (王翊恩),['巅峰榜·新歌'],0,,1,0,3136
滴滴嗒,新地/张奶奶/王极,"['巅峰榜·新歌', '巅峰榜·内地']",0,,1,0,3137
满目星辰皆是你,林宁,['巅峰榜·热歌'],0,,2,0,3138
满怀,旺仔小乔,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3139
满天星辰不及你,月亮归我了,['巅峰榜·流行指数'],0,,1,0,3140
满天星辰不及你,ycccc,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']",0,,4,0,3141
溯着时间,王子健,['巅峰榜·内地'],0,,1,0,3142
溪云慢,只有影子/宋玥SONGZer,['巅峰榜·新歌'],0,,1,0,3143
湾,王菲,['巅峰榜·新歌'],0,,1,0,3144
游京,零一九零贰,['巅峰榜·新歌'],0,,1,0,3145
游乐园 (Amusement Park),伯贤 (백현),"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,2,0,3146
炽心,希林娜依高,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3147
炫耀,赵品霖,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3148
炎炎,早安,['巅峰榜·内地'],0,,1,0,3149
灵猫传,汪苏泷,['巅峰榜·新歌'],0,,1,0,3150
灯光渐暗,SARRA梁馨予,['巅峰榜·内地'],0,,1,0,3151
火车日记2024,丢火车乐队,['巅峰榜·内地'],0,,1,0,3152
火海,Li-2c（李楚楚）,['巅峰榜·流行指数'],0,,1,0,3153
潮起东方,张艺兴,['巅峰榜·新歌'],0,,1,0,3154
潮湿的心,洋澜一,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3155
潮汐(Natural),IN-K/安苏羽/傅梦彤,['巅峰榜·流行指数'],0,,2,0,3156
潮汐 (Natural),傅梦彤,['巅峰榜·流行指数'],0,,1,0,3157
潘金莲,薛之谦,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3158
潇洒走一回,叶蒨文,['巅峰榜·流行指数'],0,,1,0,3159
漫长的季节,K邵庄/狙击黄雀,['巅峰榜·内地'],0,,1,0,3160
漫游星河,予锦言/Aio温温/鸶夏,['巅峰榜·内地'],0,,1,0,3161
漫步宇宙,蓝心羽,['巅峰榜·新歌'],0,,1,0,3162
熄灭,陆小九/ProdbyMend,['巅峰榜·新歌'],0,,1,0,3163
照片,单依纯,['巅峰榜·新歌'],0,,1,0,3164
然后再说,松紧先生 李宗锦,['巅峰榜·内地'],0,,1,0,3165
焰火,Zakiya晴子,['巅峰榜·内地'],0,,1,0,3166
热雨,阿狸,['巅峰榜·内地'],0,,1,0,3167
热爱105℃的你,阿肆,['巅峰榜·流行指数'],0,,1,0,3168
热恋舞会,赵晨唏/珑熹音上/吴三畏,['巅峰榜·内地'],0,,1,0,3169
热恋冰淇淋,yihuik苡慧,['巅峰榜·热歌'],0,,1,0,3170
烦人启示录,观音乐队,['巅峰榜·内地'],0,,1,0,3171
烟花易冷,周杰伦,['巅峰榜·流行指数'],0,,1,0,3172
烟火里的尘埃 (治愈版),赵乃吉,['巅峰榜·新歌'],0,,1,0,3173
烟火里的尘埃,黄霄雲,['巅峰榜·新歌'],0,,1,0,3174
烟火里的尘埃,不知名人物,['巅峰榜·新歌'],0,,1,0,3175
烟火里的尘埃,en (王翊恩),['巅峰榜·新歌'],0,,1,0,3176
烟火,h3R3,['巅峰榜·内地'],0,,1,0,3177
烂泥,唐汉霄,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3178
爱上你我很快乐,鹏鹏音乐/思佳,['巅峰榜·流行指数'],0,,1,0,3179
爱上了,胡夏,['巅峰榜·新歌'],0,,1,0,3180
爱一点 (新版),Li-2c（李楚楚）,['巅峰榜·流行指数'],0,,1,0,3181
爱一个人有多苦,陈舒岩,['巅峰榜·新歌'],0,,1,0,3182
爱 (Amor),LINX,['巅峰榜·内地'],0,,1,0,3183
燕无歇,七叔（叶泽浩）,['巅峰榜·流行指数'],0,,2,0,3184
燕尾蝶 (Dance Ver.|Live),丁程鑫/刘耀文/严浩翔/贺峻霖,['巅峰榜·新歌'],0,,1,0,3185
燕尾蝶 (Band Ver.|Live),马嘉祺/宋亚轩/张真源,['巅峰榜·新歌'],0,,1,0,3186
燎原,胡本B.E.N,['巅峰榜·内地'],0,,1,0,3187
燃罪,打扰一下乐团,['巅峰榜·内地'],0,,1,0,3188
燃月,万妮达Vinida Weng/宝石Gem,['巅峰榜·新歌'],0,,1,0,3189
燃一盏灯,李雨霏,['巅峰榜·流行指数'],0,,1,0,3190
熹微,王一博,['巅峰榜·新歌'],0,,1,0,3191
熬过风雪又一年,刘阳阳,['巅峰榜·新歌'],0,,1,0,3192
熬夜 (加勒变速版),加勒,['巅峰榜·新歌'],0,,1,0,3193
熊出没,直火帮StraightFireGang,['巅峰榜·内地'],0,,1,0,3194
爱你是我最初的梦想,刘心,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3195
爱你 (加速氛围版),徐俊雅,['巅峰榜·新歌'],0,,1,0,3196
爱你,王心凌,['巅峰榜·热歌'],0,,2,0,3197
爱似水仙 (合唱版),张茜（张惜淇）/半吨兄弟,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,3198
爱人错过,告五人,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,8,0,3199
爱人呢,宿羽阳,['巅峰榜·新歌'],0,,1,0,3200
爱人 仇人,邓见超,['巅峰榜·内地'],0,,1,0,3201
爱丫爱丫 (男生版),李飘飘,['巅峰榜·新歌'],0,,1,0,3202
爱丫爱丫 (女版),旺仔小乔,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3203
爱丫爱丫,李浩然,['巅峰榜·新歌'],0,,1,0,3204
爱与痛 (outro),蔡徐坤,['巅峰榜·新歌'],0,,1,0,3205
爱不爱我都可以,阮妍霏,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3206
爱上你是一个错 (女声版),吕口口,['巅峰榜·新歌'],0,,1,0,3207
爱上你是一个错,杨培安,['巅峰榜·热歌'],0,,1,0,3208
爱上你是一个错,李雨婷,['巅峰榜·新歌'],0,,1,0,3209
爱上你是一个错,曲肖冰,['巅峰榜·新歌'],0,,1,0,3210
爱情慢慢来,Stake/TwoP,['巅峰榜·流行指数'],0,,1,0,3211
爱情悖论,K.Yao刘可瑶,['巅峰榜·内地'],0,,1,0,3212
爱情废柴,周杰伦,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,3213
爱巢,闫明琛,['巅峰榜·内地'],0,,1,0,3214
爱就一个字 (吉他版),刘大壮,['巅峰榜·新歌'],0,,1,0,3215
爱就一个字,张信哲,['巅峰榜·流行指数'],0,,1,0,3216
爱如潮水 (Remix),前男友/situasian张太郎,['巅峰榜·流行指数'],0,,1,0,3217
爱如潮水,张信哲,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,3218
爱堆积成海,陈墨一（吖毛）,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3219
爱在西元前,周杰伦,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,4,0,3220
爱在眼前,李立丰,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3221
爱在期待,胖凯,['巅峰榜·新歌'],0,,1,0,3222
爱在晚风,陆杰awr,['巅峰榜·新歌'],0,,1,0,3223
爱到天荒地老,唐艺,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3224
爱你（把我们衣服纽扣互扣）,徐俊雅,['巅峰榜·热歌'],0,,1,0,3225
爱你没差,周杰伦,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,3,0,3226
爱是无畏的冒险,程今,['巅峰榜·热歌'],0,,3,0,3227
爱无解,新地,['巅峰榜·内地'],0,,1,0,3228
爱无结果,袁小葳/阿辰（阎辰）,['巅峰榜·新歌'],0,,1,0,3229
爱我还是他,陶喆,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,4,0,3230
爱我的资格 (May梅梅版),May梅梅,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3231
爱我的人和我爱的人 (摇滚版),半吨兄弟,['巅峰榜·流行指数'],0,,1,0,3232
爱我的人和我爱的人,游鸿明,['巅峰榜·流行指数'],0,,1,0,3233
爱我的人和我爱的人,吕口口,['巅峰榜·新歌'],0,,1,0,3234
爱我多一些,陈立农,['巅峰榜·新歌'],0,,1,0,3235
爱意藏风里,何雨溪/KyL3,['巅峰榜·流行指数'],0,,1,0,3236
爱想在寒冬遇见,Nainf/说唱者联盟,"['巅峰榜·新歌', '巅峰榜·内地']",0,,1,0,3237
爱情鸟 (纯享版),范臻尔/黄鲲/何懿峻/蒋敦豪,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3238
爱情转移 (释怀版),cici_,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3239
爱情转移,陈奕迅,['巅峰榜·流行指数'],0,,1,0,3240
爱情转移,赵乃吉,['巅峰榜·新歌'],0,,1,0,3241
爱情讯息,郭静,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,3242
爱要坦荡荡,萧萧,['巅峰榜·流行指数'],0,,1,0,3243
爱藏在身后,承桓/曲肖冰,['巅峰榜·新歌'],0,,1,0,3244
爱的首席,Tank,['巅峰榜·内地'],0,,1,0,3245
爱的言语,企鹅干部,['巅峰榜·内地'],0,,1,0,3246
爱的惩罚,任夏,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3247
爱的尽头是诋毁,灯叔,['巅峰榜·新歌'],0,,1,0,3248
爱的回归线 (温柔女生版),然然,['巅峰榜·新歌'],0,,1,0,3249
爱的冒险家,MAMAHUHU,['巅峰榜·内地'],0,,1,0,3250
爱的代价 ·2023,赵乃吉,['巅峰榜·新歌'],0,,1,0,3251
爱的TapTap,宝石Gem,['巅峰榜·内地'],0,,1,0,3252
爱河,ZaZaZsu咂咂苏,['巅峰榜·流行指数'],0,,1,0,3253
爱没限,冀乐桐,['巅峰榜·内地'],0,,1,0,3254
爱江山更爱美人 (新版),吕口口,['巅峰榜·新歌'],0,,1,0,3255
爱江山更爱美人,GAI周延/VaVa娃娃/威尔Will.T,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3256
爱是自由意志的沉沦,ZQS,['巅峰榜·流行指数'],0,,1,0,3257
爱是永恒 (Live),叶蒨文/单依纯,['巅峰榜·流行指数'],0,,1,0,3258
爸爸的肩膀,张雅舒,['巅峰榜·流行指数'],0,,1,0,3259
爸爸妈妈,李荣浩,['巅峰榜·流行指数'],0,,1,0,3260
爸妈可以不走吗,黄子韬,['巅峰榜·新歌'],0,,1,0,3261
父亲写的散文诗,许飞,['巅峰榜·热歌'],0,,2,0,3262
爱，很简单,陶喆,['巅峰榜·流行指数'],0,,1,0,3263
爱错,王力宏,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,5,0,3264
爱错,于冬然,['巅峰榜·新歌'],0,,1,0,3265
爱错,en (王翊恩),"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,2,0,3266
爱都爱了 (女版),张茜（张惜淇）,['巅峰榜·新歌'],0,,1,0,3267
爱都爱了,小洲,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,3268
爱过你这件事,西柚,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,3269
爱过你的人,杨千嬅,['巅峰榜·新歌'],0,,1,0,3270
爱要怎么说出口 (Live),林俊杰,['巅峰榜·流行指数'],0,,1,0,3271
爱要怎么说出口,你的上好佳,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3272
爱要怎么说出口,乌野学长,['巅峰榜·新歌'],0,,1,0,3273
爱要怎么说出口,en (王翊恩),['巅峰榜·流行指数'],0,,1,0,3274
猜不透,en (王翊恩),"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3275
猜不透,Aioz/刘思达,['巅峰榜·内地'],0,,1,0,3276
猎罪图鉴,檀健次,['巅峰榜·新歌'],0,,1,0,3277
独爱这人间烟火味 (常超凡版),陈子夜/常超凡,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3278
狙击手与陨石 (Sniper and meteor),表情银行,['巅峰榜·内地'],0,,1,0,3279
狂欢,徐秉龙,['巅峰榜·内地'],0,,1,0,3280
狂妄 (Violence),TF家族/TOP登陆少年-朱志鑫/TOP登陆少年-张泽禹/TOP登陆少年-张极,['巅峰榜·新歌'],0,,1,0,3281
犯了错,王文砖,['巅峰榜·内地'],0,,1,0,3282
特别的人,方大同,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,8,0,3283
特别特别想,LightYear光年,['巅峰榜·内地'],0,,1,0,3284
牵手 (新版),金润吉,['巅峰榜·新歌'],0,,1,0,3285
牵丝戏 (新版),不只中二,['巅峰榜·新歌'],0,,1,0,3286
牵丝戏,银临/Aki阿杰,['巅峰榜·流行指数'],0,,1,0,3287
牧马城市,毛不易,['巅峰榜·热歌'],0,,3,0,3288
牛马Disco,Chenyu陈鱼！,['巅峰榜·新歌'],0,,1,0,3289
片刻黄昏,楽七俱乐部,['巅峰榜·内地'],0,,1,0,3290
玫瑰少年 (Live),周深/GAI周延,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,3291
玫瑰少年,王靖雯,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3292
玫瑰少年,五月天,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,5,0,3293
玫瑰少女,二少君,['巅峰榜·新歌'],0,,1,0,3294
玫瑰刀,DaXxx杨佳蕊,['巅峰榜·内地'],0,,1,0,3295
玫瑰与匕首（prod by.BECU BEATZ）,JohnyFxxkDaCode,['巅峰榜·内地'],0,,1,0,3296
玫瑰不该只为爱盛开,8点组乐团,['巅峰榜·内地'],0,,1,0,3297
玩友引力,GJ,['巅峰榜·新歌'],0,,1,0,3298
玦恋,周深,['巅峰榜·新歌'],0,,1,0,3299
玛丽在南方,罗德信箱,['巅峰榜·内地'],0,,1,0,3300
王跑跑，阿里里,施鑫文月,['巅峰榜·内地'],0,,1,0,3301
王维的树,秘密后院,['巅峰榜·内地'],0,,1,0,3302
王妃,萧敬腾,['巅峰榜·流行指数'],0,,1,0,3303
王从天降 愤怒狰狞(高燃硬曲),W phonker,['巅峰榜·新歌'],0,,1,0,3304
玉人歌,陈粒,['巅峰榜·内地'],0,,1,0,3305
猜不透,丁当,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,3,0,3306
生来孤独 (Enjoy),门尼,['巅峰榜·内地'],0,,1,0,3307
生日礼物 (烟嗓版),半吨兄弟,['巅峰榜·新歌'],0,,1,0,3308
生之狂欢,Quinn葵因,['巅峰榜·内地'],0,,1,0,3309
瑜 (Yú),刘耀文/张真源/严浩翔,['巅峰榜·流行指数'],0,,1,0,3310
琵琶行,奇然/沈谧仁,['巅峰榜·流行指数'],0,,1,0,3311
琉璃盏,张云雷,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3312
琉璃球,侯东Holdon/Kevin罗凯文,['巅峰榜·内地'],0,,1,0,3313
理想之途,时代少年团,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3314
珊瑚海,周杰伦/Lara梁心颐,['巅峰榜·流行指数'],0,,1,0,3315
玻璃面具,Agassi阿加熙,"['巅峰榜·新歌', '巅峰榜·内地']",0,,1,0,3316
环球梦游日记,庄东茹,['巅峰榜·新歌'],0,,1,0,3317
环游,胖虎（董欣怡）,['巅峰榜·流行指数'],0,,1,0,3318
玫瑰花海,克拉松kkls,['巅峰榜·内地'],0,,1,0,3319
玫瑰窃贼,柳爽,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·内地']",0,,3,0,3320
玫瑰无称谓,王嘉一,['巅峰榜·流行指数'],0,,1,0,3321
玫瑰怎会爱上野草 (对唱版),烟嗓船长,['巅峰榜·新歌'],0,,1,0,3322
画雨兰舟,尹昔眠,['巅峰榜·新歌'],0,,1,0,3323
画离弦,赵诗雨,['巅峰榜·新歌'],0,,1,0,3324
画沙,袁咏琳/周杰伦,['巅峰榜·流行指数'],0,,1,0,3325
画中寻,张云雷,['巅峰榜·新歌'],0,,1,0,3326
男儿歌,时代少年团,['巅峰榜·新歌'],0,,1,0,3327
电影三五年,陈墨一（吖毛）,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3328
用背脊唱情歌,Gareth.T,['巅峰榜·新歌'],0,,1,0,3329
用情 (羊羊版),羊羊,['巅峰榜·新歌'],0,,1,0,3330
用情 (深情版),en (王翊恩),['巅峰榜·流行指数'],0,,1,0,3331
用情,张信哲,['巅峰榜·流行指数'],0,,1,0,3332
用余生忘记你,魏佳艺,['巅峰榜·流行指数'],0,,1,0,3333
生而无畏Fly Away,胡皓闻,['巅峰榜·内地'],0,,1,0,3334
生活家 (luv letter feat. SIENA),饭卡/SIENA,['巅峰榜·内地'],0,,1,0,3335
生活一地鸡毛不要慌,魏佳艺,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3336
生椰拿铁,Mr.16罗隽永,['巅峰榜·内地'],0,,1,0,3337
生来就在风雨里,刘阳阳,['巅峰榜·新歌'],0,,1,0,3338
白月光与朱砂痣,大籽,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,5,0,3339
白山茶,白允y,['巅峰榜·新歌'],0,,1,0,3340
白い街の旅人,朱彦安/夏野Natsuno,['巅峰榜·内地'],0,,1,0,3341
登场,刘德华,"['巅峰榜·热歌', '巅峰榜·新歌']",0,,1,0,3342
瘦身男女,余佳运,['巅峰榜·内地'],0,,1,0,3343
瘦子 (Skinny Love),丁世光,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']",0,,2,0,3344
痴情冢,邓伦,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3345
痴心绝对,赵乃吉,['巅峰榜·新歌'],0,,1,0,3346
病态的爱 (忘不掉你带给我的吻),哈利白特/Zkaaai,['巅峰榜·流行指数'],0,,1,0,3347
病变,TD,['巅峰榜·内地'],0,,1,0,3348
疯癫少女,刀酱,['巅峰榜·新歌'],0,,1,0,3349
疫后晴空,NickTheWorld/Metablue赛博蓝,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3350
留白是表白,金志文,['巅峰榜·新歌'],0,,1,0,3351
留在我身边 (Stay With Me 官方中文版),叶炫清/ONER岳岳,['巅峰榜·新歌'],0,,1,0,3352
留什么给你 (国粤语版),王晴,['巅峰榜·流行指数'],0,,1,0,3353
留不住的风,小阿枫,['巅峰榜·新歌'],0,,1,0,3354
盲山猫女,潘俊舟/白令海乐队(Burning Sea）,['巅峰榜·内地'],0,,1,0,3355
盲,王晰,['巅峰榜·新歌'],0,,1,0,3356
目的地,鹿晓希LUCY,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3357
目及皆是你,小蓝背心,['巅峰榜·流行指数'],0,,1,0,3358
目光,贺子玲,['巅峰榜·新歌'],0,,1,0,3359
盛夏的果实 (也许放弃才能靠近你),柯宇（孙泽耀）,['巅峰榜·新歌'],0,,1,0,3360
盗墓笔记·十年人间 (小乔版),旺仔小乔,['巅峰榜·新歌'],0,,1,0,3361
盐是大海下的雪,韩磊,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3362
皂角井,犬儒乐队,['巅峰榜·内地'],0,,1,0,3363
百鬼伏行录,林震Linz,['巅峰榜·内地'],0,,1,0,3364
百年未有的中国,Uncle PATA 红宇,['巅峰榜·新歌'],0,,1,0,3365
百年孤寂 (新版),魏晗（懋懋）,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3366
白鸽乌鸦相爱的戏码,潘成（皮卡潘）,['巅峰榜·热歌'],0,,3,0,3367
白鸽,你的上好佳,['巅峰榜·流行指数'],0,,1,0,3368
白石洲,陈楚生,['巅峰榜·内地'],0,,1,0,3369
白矮星,李汶翰,['巅峰榜·新歌'],0,,1,0,3370
盼,郑浩,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3371
相隔万年,李晓,['巅峰榜·流行指数'],0,,1,0,3372
相见恨晚,赵乃吉,['巅峰榜·新歌'],0,,1,0,3373
相爱容易相守太难,龙翼,['巅峰榜·新歌'],0,,1,0,3374
相爱,脆莓(Brickleberry),['巅峰榜·内地'],0,,1,0,3375
相思遥,郭雨昂,['巅峰榜·新歌'],0,,1,0,3376
相守,周深,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3377
相册,尹昔眠,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,3378
相信我,刘德华/倪妮,['巅峰榜·新歌'],0,,1,0,3379
直到遇见你,我们俩,['巅峰榜·内地'],0,,1,0,3380
直到破晓 (Till Dawn),Afaer-Official/林亚Raenia,['巅峰榜·内地'],0,,1,0,3381
直到夜幕降临,三角猫（mYrtl3V）/麻辣桔,['巅峰榜·内地'],0,,1,0,3382
直到你降临,阿肆,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,3383
直到你降临,赖仔Morris,['巅峰榜·新歌'],0,,1,0,3384
直到你降临,云汐,['巅峰榜·新歌'],0,,1,0,3385
盲心者,赵晨唏,['巅峰榜·内地'],0,,1,0,3386
矛盾仔の春天,Tizzy Bac,['巅峰榜·新歌'],0,,1,0,3387
